investment_id,customer_id,investment_type,invested_amount,current_value,returns_pct,start_date,duration_years,maturity_date,annual_return_rate,status,risk_category,branch_id
INV00894,CUST02635,PPF,92440.0,111720.0,20.86,2023-03-13,1,2024-03-12,11.08,Matured,Low,BR031
INV00895,CUST01568,Gold Bond,351870.0,449829.0,27.84,2022-06-07,1,2023-06-07,10.04,Active,Medium,BR035
INV00896,CUST01549,Recurring Deposit,2478.0,2701.0,9.0,2023-08-19,1,2024-08-18,6.5,Matured,Low,BR046
INV00897,CUST01297,Fixed Deposit,2294383.0,3179434.0,38.57,2021-08-22,5,2026-08-21,10.2,Active,Low,BR006
INV00898,CUST01307,SIP,30424.0,36723.0,20.7,2023-10-11,7,2030-10-09,16.65,Active,Medium,BR005
INV00899,CUST01009,Gold Bond,420320.0,654268.0,55.66,2021-05-02,7,2028-04-30,12.83,Active,Medium,BR006
INV00900,CUST00922,Gold Bond,180507.0,349106.0,93.4,2020-06-26,5,2025-06-25,15.73,Active,Medium,BR046
INV00901,CUST01136,Mutual Fund,173011.0,266151.0,53.83,2021-09-18,3,2024-09-17,14.01,Active,High,BR031
INV00902,CUST01191,PPF,147671.0,330197.0,123.6,2020-01-19,5,2025-01-17,17.65,Active,Low,BR050
INV00903,CUST00884,NPS,108594.0,140398.0,29.29,2022-07-21,5,2027-07-20,11.07,Active,Medium,BR019
INV00904,CUST01557,NPS,135036.0,181307.0,34.27,2022-06-09,2,2024-06-08,12.19,Withdrawn,Medium,BR004
INV00905,CUST00003,SIP,44862.0,63940.0,42.53,2020-09-09,7,2027-09-08,8.57,Active,Medium,BR013
INV00906,CUST00054,Stocks,834273.0,992542.0,18.97,2022-02-05,7,2029-02-03,6.17,Active,High,BR018
INV00907,CUST01751,Recurring Deposit,47837.0,55983.0,17.03,2023-02-14,5,2028-02-13,8.74,Active,Low,BR049
INV00908,CUST00039,Fixed Deposit,2590621.0,4990123.0,92.62,2020-07-09,5,2025-07-08,15.76,Matured,Low,BR019
INV00909,CUST02703,Fixed Deposit,1054636.0,1317595.0,24.93,2023-05-13,3,2026-05-12,14.58,Active,Low,BR030
INV00910,CUST02474,Gold Bond,23325.0,28173.0,20.78,2023-06-13,1,2024-06-12,12.95,Withdrawn,Medium,BR039
INV00911,CUST02141,PPF,71121.0,86233.0,21.25,2022-08-01,3,2025-07-31,8.3,Active,Low,BR044
INV00912,CUST01238,NPS,128669.0,250959.0,95.04,2020-03-06,1,2021-03-06,14.86,Matured,Medium,BR011
INV00913,CUST01635,NPS,160908.0,216206.0,34.37,2021-01-01,1,2022-01-01,7.67,Active,Medium,BR008
INV00914,CUST00778,SIP,40792.0,51651.0,26.62,2022-07-11,5,2027-07-10,10.01,Active,Medium,BR042
INV00915,CUST01538,Mutual Fund,321118.0,433493.0,34.99,2021-02-11,2,2023-02-11,8.03,Active,High,BR045
INV00916,CUST01753,Stocks,821478.0,1017870.0,23.91,2022-09-11,2,2024-09-10,9.75,Matured,High,BR033
INV00917,CUST01007,NPS,17894.0,26370.0,47.37,2021-05-09,3,2024-05-08,11.22,Active,Medium,BR046
INV00918,CUST01895,Recurring Deposit,45832.0,53464.0,16.65,2023-11-10,1,2024-11-09,14.47,Matured,Low,BR045
INV00919,CUST00134,Mutual Fund,356160.0,582512.0,63.55,2020-09-16,2,2022-09-16,12.15,Matured,High,BR046
INV00920,CUST02311,NPS,85225.0,139275.0,63.42,2021-02-26,5,2026-02-25,13.63,Active,Medium,BR021
INV00921,CUST01405,Fixed Deposit,402504.0,478663.0,18.92,2023-10-17,7,2030-10-15,15.46,Matured,Low,BR013
INV00922,CUST00280,Recurring Deposit,30474.0,44623.0,46.43,2020-04-17,10,2030-04-15,8.44,Matured,Low,BR003
INV00923,CUST02524,PPF,14458.0,18891.0,30.66,2021-11-05,3,2024-11-04,8.85,Active,Low,BR028
INV00924,CUST00608,Stocks,27908.0,32723.0,17.25,2023-03-21,3,2026-03-20,9.35,Active,High,BR010
INV00925,CUST01703,Mutual Fund,356779.0,414614.0,16.21,2023-09-02,7,2030-08-31,11.97,Active,High,BR001
INV00926,CUST01542,Gold Bond,338218.0,429219.0,26.91,2023-05-05,2,2025-05-04,15.46,Matured,Medium,BR033
INV00927,CUST02979,Mutual Fund,6302.0,8295.0,31.62,2021-11-09,1,2022-11-09,9.14,Active,High,BR023
INV00928,CUST00813,NPS,182775.0,262368.0,43.55,2022-10-24,5,2027-10-23,17.98,Withdrawn,Medium,BR011
INV00929,CUST02233,Stocks,655610.0,1036728.0,58.13,2021-01-28,10,2031-01-26,12.39,Withdrawn,High,BR007
INV00930,CUST02208,Recurring Deposit,34468.0,49951.0,44.92,2022-06-02,2,2024-06-01,15.46,Withdrawn,Low,BR003
INV00931,CUST01684,PPF,135483.0,168340.0,24.25,2022-04-19,5,2027-04-18,8.37,Active,Low,BR023
INV00932,CUST02989,SIP,23815.0,31092.0,30.56,2022-06-28,3,2025-06-27,11.21,Active,Medium,BR011
INV00933,CUST01763,SIP,21290.0,40836.0,91.81,2020-05-29,5,2025-05-28,15.24,Active,Medium,BR048
INV00934,CUST01895,Fixed Deposit,3254704.0,4726889.0,45.23,2020-11-08,2,2022-11-08,9.42,Active,Low,BR045
INV00935,CUST02701,PPF,108148.0,120965.0,11.85,2023-07-26,7,2030-07-24,8.13,Matured,Low,BR007
INV00936,CUST00901,Gold Bond,225700.0,319878.0,41.73,2022-11-18,2,2024-11-17,17.9,Matured,Medium,BR004
INV00937,CUST01491,PPF,68169.0,105830.0,55.25,2021-07-05,10,2031-07-03,13.43,Active,Low,BR039
INV00938,CUST02083,PPF,12349.0,14091.0,14.11,2023-11-29,2,2025-11-28,12.9,Active,Low,BR038
INV00939,CUST01980,Gold Bond,196094.0,227749.0,16.14,2022-10-18,2,2024-10-17,7.03,Active,Medium,BR049
INV00940,CUST01483,PPF,126021.0,163215.0,29.51,2021-01-19,7,2028-01-18,6.77,Active,Low,BR028
INV00941,CUST01252,Gold Bond,334791.0,647759.0,93.48,2020-02-17,10,2030-02-14,14.51,Matured,Medium,BR018
INV00942,CUST02011,SIP,42508.0,46713.0,9.89,2023-05-22,5,2028-05-20,6.03,Active,Medium,BR010
INV00943,CUST01125,PPF,91823.0,111765.0,21.72,2022-11-10,3,2025-11-09,9.62,Active,Low,BR008
INV00944,CUST02599,SIP,10365.0,12562.0,21.2,2022-04-08,7,2029-04-06,7.29,Active,Medium,BR031
INV00945,CUST02866,NPS,166139.0,183300.0,10.33,2023-05-05,1,2024-05-04,6.11,Matured,Medium,BR034
INV00946,CUST00880,Recurring Deposit,1078.0,1740.0,61.41,2020-12-19,5,2025-12-18,12.6,Matured,Low,BR045
INV00947,CUST00577,Stocks,617229.0,867377.0,40.53,2022-01-22,5,2027-01-21,12.27,Active,High,BR006
INV00948,CUST02312,SIP,18222.0,19993.0,9.72,2023-08-17,2,2025-08-16,6.99,Active,Medium,BR025
INV00949,CUST02537,Fixed Deposit,830453.0,990302.0,19.25,2022-01-15,3,2025-01-14,6.13,Matured,Low,BR008
INV00950,CUST01979,Gold Bond,29285.0,47723.0,62.96,2021-09-23,2,2023-09-23,16.1,Active,Medium,BR047
INV00951,CUST00677,Stocks,115769.0,167259.0,44.48,2021-09-12,7,2028-09-10,11.79,Withdrawn,High,BR014
INV00952,CUST01439,Mutual Fund,159934.0,204721.0,28.0,2022-07-09,1,2023-07-09,10.47,Matured,High,BR008
INV00953,CUST00009,Recurring Deposit,28813.0,42267.0,46.69,2020-03-24,7,2027-03-23,8.36,Active,Low,BR050
INV00954,CUST02819,NPS,188262.0,216996.0,15.26,2022-12-30,3,2025-12-29,7.35,Active,Medium,BR042
INV00955,CUST01327,PPF,87145.0,114497.0,31.39,2022-11-02,2,2024-11-01,13.46,Matured,Low,BR028
INV00956,CUST01496,NPS,45715.0,54631.0,19.5,2023-05-01,7,2030-04-29,11.27,Matured,Medium,BR045
INV00957,CUST01729,PPF,10213.0,14834.0,45.25,2022-05-14,2,2024-05-13,15.23,Active,Low,BR009
INV00958,CUST00393,SIP,4148.0,5356.0,29.12,2023-03-05,2,2025-03-04,15.04,Active,Medium,BR048
INV00959,CUST01633,NPS,40663.0,56110.0,37.99,2022-01-18,5,2027-01-17,11.53,Matured,Medium,BR013
INV00960,CUST01907,SIP,31024.0,50480.0,62.71,2020-04-10,5,2025-04-09,10.85,Withdrawn,Medium,BR003
INV00961,CUST00566,PPF,82119.0,95509.0,16.31,2022-10-16,5,2027-10-15,7.08,Active,Low,BR003
INV00962,CUST01389,Gold Bond,37184.0,63253.0,70.11,2020-04-09,2,2022-04-09,11.89,Active,Medium,BR015
INV00963,CUST02311,Gold Bond,195468.0,310313.0,58.75,2020-04-11,10,2030-04-09,10.28,Active,Medium,BR021
INV00964,CUST01400,Stocks,456776.0,654902.0,43.37,2020-08-19,1,2021-08-19,8.6,Active,High,BR023
INV00965,CUST00264,Stocks,702542.0,1160271.0,65.15,2020-02-25,3,2023-02-24,10.9,Matured,High,BR037
INV00966,CUST00722,Mutual Fund,480011.0,632955.0,31.86,2021-01-06,2,2023-01-06,7.19,Active,High,BR049
INV00967,CUST00876,Recurring Deposit,19246.0,27090.0,40.76,2022-05-13,3,2025-05-12,13.85,Withdrawn,Low,BR007
INV00968,CUST01509,Fixed Deposit,1421061.0,1644381.0,15.72,2022-08-15,2,2024-08-14,6.33,Active,Low,BR018
INV00969,CUST01719,Gold Bond,162395.0,222289.0,36.88,2022-12-06,2,2024-12-05,16.39,Active,Medium,BR016
INV00970,CUST00269,PPF,133847.0,202401.0,51.22,2021-10-28,1,2022-10-28,13.91,Active,Low,BR030
INV00971,CUST01628,Mutual Fund,116312.0,126224.0,8.52,2023-08-09,7,2030-08-07,6.04,Active,High,BR023
INV00972,CUST01695,Recurring Deposit,29696.0,33017.0,11.18,2023-07-30,2,2025-07-29,7.74,Active,Low,BR002
INV00973,CUST01082,Recurring Deposit,38450.0,48437.0,25.97,2022-03-29,2,2024-03-28,8.73,Matured,Low,BR008
INV00974,CUST02313,Mutual Fund,392001.0,482842.0,23.17,2023-01-14,5,2028-01-13,11.21,Matured,High,BR011
INV00975,CUST01084,Recurring Deposit,1835.0,2390.0,30.25,2020-12-19,2,2022-12-19,6.77,Active,Low,BR041
INV00976,CUST00033,Stocks,600876.0,737571.0,22.75,2021-11-22,2,2023-11-22,6.82,Matured,High,BR017
INV00977,CUST00577,PPF,82799.0,127612.0,54.12,2021-07-19,3,2024-07-18,13.35,Matured,Low,BR006
INV00978,CUST01294,Recurring Deposit,27931.0,37884.0,35.63,2021-04-26,7,2028-04-24,8.63,Active,Low,BR021
INV00979,CUST02404,Recurring Deposit,30412.0,47533.0,56.3,2021-06-10,10,2031-06-08,13.37,Matured,Low,BR027
INV00980,CUST02645,Recurring Deposit,16259.0,20705.0,27.34,2021-07-15,5,2026-07-14,7.23,Active,Low,BR040
INV00981,CUST01014,Recurring Deposit,15024.0,19207.0,27.84,2022-08-01,5,2027-07-31,10.7,Active,Low,BR019
INV00982,CUST02133,Fixed Deposit,2967385.0,4148024.0,39.79,2022-07-14,10,2032-07-11,14.55,Withdrawn,Low,BR026
INV00983,CUST02999,SIP,10578.0,13205.0,24.83,2022-11-27,2,2024-11-26,11.18,Active,Medium,BR050
INV00984,CUST00267,Recurring Deposit,25328.0,30802.0,21.61,2023-09-01,3,2026-08-31,15.83,Active,Low,BR042
INV00985,CUST00391,Recurring Deposit,22638.0,38446.0,69.83,2021-01-07,5,2026-01-06,14.23,Withdrawn,Low,BR006
INV00986,CUST02923,Recurring Deposit,20868.0,30485.0,46.08,2021-03-04,2,2023-03-04,10.41,Active,Low,BR024
INV00987,CUST01470,Stocks,581482.0,712277.0,22.49,2022-01-05,7,2029-01-03,7.03,Active,High,BR037
INV00988,CUST01544,Fixed Deposit,1945319.0,2961591.0,52.24,2020-12-03,1,2021-12-03,10.86,Active,Low,BR010
INV00989,CUST01468,NPS,108238.0,156087.0,44.21,2022-09-23,5,2027-09-22,17.49,Active,Medium,BR029
INV00990,CUST02589,Stocks,326549.0,601526.0,84.21,2020-01-16,5,2025-01-14,13.11,Active,High,BR027
INV00991,CUST00690,NPS,190847.0,228219.0,19.58,2022-08-15,3,2025-08-14,7.81,Matured,Medium,BR025
INV00992,CUST00618,NPS,151462.0,184681.0,21.93,2023-08-13,2,2025-08-12,15.41,Withdrawn,Medium,BR038
INV00993,CUST01685,Recurring Deposit,36879.0,56474.0,53.13,2021-11-19,10,2031-11-17,14.66,Matured,Low,BR011
INV00994,CUST00092,Gold Bond,343000.0,419382.0,22.27,2023-08-25,7,2030-08-23,16.05,Active,Medium,BR010
INV00995,CUST00925,Stocks,590849.0,769024.0,30.16,2021-05-20,2,2023-05-20,7.56,Active,High,BR045
INV00996,CUST00753,Fixed Deposit,618157.0,1250328.0,102.27,2020-07-24,10,2030-07-22,17.2,Matured,Low,BR011
INV00997,CUST00416,Stocks,5405.0,6678.0,23.55,2022-03-11,3,2025-03-10,7.82,Active,High,BR020
INV00998,CUST00745,Gold Bond,192373.0,238295.0,23.87,2021-10-11,1,2022-10-11,6.87,Active,Medium,BR005
INV00999,CUST00375,Gold Bond,129385.0,177210.0,36.96,2021-09-17,1,2022-09-17,10.04,Active,Medium,BR025
INV01000,CUST01489,Stocks,904181.0,1146639.0,26.82,2022-11-13,10,2032-11-10,11.79,Matured,High,BR023
INV01001,CUST00338,Fixed Deposit,3422099.0,4380111.0,27.99,2022-11-29,2,2024-11-28,12.55,Active,Low,BR039
INV01002,CUST00130,Mutual Fund,450280.0,582257.0,29.31,2022-11-20,10,2032-11-17,12.94,Active,High,BR037
INV01003,CUST02053,Fixed Deposit,1649188.0,2136045.0,29.52,2023-03-27,1,2024-03-26,15.79,Active,Low,BR012
INV01004,CUST00252,Fixed Deposit,4841008.0,6971235.0,44.0,2020-03-09,1,2021-03-09,7.87,Active,Low,BR043
INV01005,CUST01293,NPS,96863.0,173810.0,79.44,2020-11-11,3,2023-11-11,15.18,Active,Medium,BR025
INV01006,CUST00491,SIP,13121.0,21756.0,65.81,2020-10-06,10,2030-10-04,12.68,Active,Medium,BR019
INV01007,CUST01358,Stocks,207020.0,335900.0,62.25,2020-09-02,10,2030-08-31,11.83,Active,High,BR041
INV01008,CUST00360,Gold Bond,412488.0,580761.0,40.79,2021-11-05,2,2023-11-05,11.46,Withdrawn,Medium,BR007
INV01009,CUST02789,SIP,34514.0,43926.0,27.27,2021-11-30,2,2023-11-30,8.13,Active,Medium,BR032
INV01010,CUST02287,Mutual Fund,303907.0,483193.0,58.99,2020-06-12,5,2025-06-11,10.72,Active,High,BR014
INV01011,CUST01483,Gold Bond,79856.0,116469.0,45.85,2021-03-10,10,2031-03-08,10.41,Active,Medium,BR028
INV01012,CUST02167,PPF,44137.0,67620.0,53.2,2022-03-06,2,2024-03-05,16.32,Withdrawn,Low,BR050
INV01013,CUST02001,Stocks,126661.0,154206.0,21.75,2022-03-22,10,2032-03-19,7.34,Active,High,BR003
INV01014,CUST02402,Gold Bond,85385.0,99089.0,16.05,2023-05-30,2,2025-05-29,9.82,Withdrawn,Medium,BR020
INV01015,CUST00503,NPS,69652.0,108848.0,56.27,2021-12-30,2,2023-12-30,16.03,Active,Medium,BR031
INV01016,CUST02881,Gold Bond,327177.0,407905.0,24.67,2021-07-14,1,2022-07-14,6.57,Withdrawn,Medium,BR043
INV01017,CUST00487,Recurring Deposit,35723.0,50989.0,42.73,2020-12-23,10,2030-12-21,9.25,Matured,Low,BR012
INV01018,CUST02165,Stocks,710427.0,873672.0,22.98,2023-05-24,3,2026-05-23,13.75,Active,High,BR049
INV01019,CUST02568,SIP,30861.0,51740.0,67.65,2020-03-16,1,2021-03-16,11.38,Active,Medium,BR027
INV01020,CUST01830,NPS,198284.0,364965.0,84.06,2020-11-18,3,2023-11-18,15.97,Active,Medium,BR012
INV01021,CUST02559,Fixed Deposit,236617.0,270989.0,14.53,2023-09-03,7,2030-09-01,10.77,Withdrawn,Low,BR043
INV01022,CUST01022,Recurring Deposit,23111.0,26527.0,14.78,2023-04-26,2,2025-04-25,8.54,Active,Low,BR047
INV01023,CUST02409,NPS,17650.0,20263.0,14.8,2022-11-05,10,2032-11-02,6.62,Active,Medium,BR035
INV01024,CUST01479,PPF,61948.0,94236.0,52.12,2021-09-07,3,2024-09-06,13.49,Active,Low,BR017
INV01025,CUST00046,Gold Bond,225973.0,432729.0,91.5,2020-01-21,2,2022-01-20,14.04,Withdrawn,Medium,BR003
INV01026,CUST00603,Fixed Deposit,1244218.0,1513738.0,21.66,2022-11-24,1,2023-11-24,9.78,Active,Low,BR029
INV01027,CUST00117,Stocks,733407.0,806489.0,9.96,2023-10-15,10,2033-10-12,8.16,Active,High,BR011
INV01028,CUST02589,Mutual Fund,448758.0,711463.0,58.54,2021-11-24,3,2024-11-23,16.02,Active,High,BR027
INV01029,CUST01281,Recurring Deposit,46943.0,70775.0,50.77,2022-04-12,3,2025-04-11,16.29,Active,Low,BR032
INV01030,CUST02643,Mutual Fund,159506.0,188632.0,18.26,2023-12-15,7,2030-12-13,17.43,Withdrawn,High,BR032
INV01031,CUST01661,Gold Bond,24003.0,31612.0,31.7,2021-11-14,2,2023-11-14,9.2,Active,Medium,BR012
INV01032,CUST02314,PPF,45705.0,68518.0,49.91,2021-11-01,5,2026-10-31,13.65,Active,Low,BR047
INV01033,CUST00484,Stocks,626338.0,1005971.0,60.61,2020-08-03,1,2021-08-03,11.34,Active,High,BR016
INV01034,CUST01451,SIP,20090.0,24453.0,21.72,2023-08-27,7,2030-08-25,15.73,Withdrawn,Medium,BR036
INV01035,CUST02816,SIP,10118.0,12341.0,21.97,2023-07-24,3,2026-07-23,14.81,Active,Medium,BR048
INV01036,CUST00766,Mutual Fund,456292.0,616427.0,35.09,2022-10-31,1,2023-10-31,14.89,Active,High,BR040
INV01037,CUST00055,SIP,36449.0,44800.0,22.91,2022-05-24,1,2023-05-24,8.24,Active,Medium,BR015
INV01038,CUST01372,Recurring Deposit,36125.0,49069.0,35.83,2021-07-31,2,2023-07-31,9.37,Active,Low,BR050
INV01039,CUST00373,Recurring Deposit,45160.0,72375.0,60.26,2020-05-10,5,2025-05-09,10.69,Active,Low,BR001
INV01040,CUST01331,Gold Bond,7353.0,10168.0,38.28,2022-01-09,10,2032-01-07,11.51,Active,Medium,BR049
INV01041,CUST02303,Recurring Deposit,41790.0,47666.0,14.06,2023-05-14,10,2033-05-11,8.39,Active,Low,BR010
INV01042,CUST01109,Stocks,425453.0,608863.0,43.11,2020-09-05,10,2030-09-03,8.65,Active,High,BR012
INV01043,CUST00593,PPF,109931.0,161768.0,47.15,2020-08-29,10,2030-08-27,9.31,Active,Low,BR016
INV01044,CUST01413,Fixed Deposit,3707144.0,4180044.0,12.76,2023-06-21,7,2030-06-19,8.17,Withdrawn,Low,BR047
INV01045,CUST02063,SIP,2785.0,4068.0,46.07,2021-09-27,1,2022-09-27,12.32,Active,Medium,BR007
INV01046,CUST02440,Gold Bond,423753.0,518622.0,22.39,2021-11-14,3,2024-11-13,6.67,Active,Medium,BR042
INV01047,CUST02330,SIP,6729.0,7532.0,11.93,2023-10-06,7,2030-10-04,9.55,Matured,Medium,BR037
INV01048,CUST01268,SIP,44539.0,49573.0,11.3,2023-12-30,1,2024-12-29,11.27,Active,Medium,BR007
INV01049,CUST01550,Stocks,540236.0,731990.0,35.49,2022-11-06,2,2024-11-05,15.17,Active,High,BR039
INV01050,CUST00287,NPS,111065.0,125281.0,12.8,2022-12-15,7,2029-12-13,6.07,Matured,Medium,BR017
INV01051,CUST00872,Mutual Fund,216877.0,326997.0,50.78,2020-10-26,5,2025-10-25,10.32,Active,High,BR004
INV01052,CUST01700,SIP,47127.0,64074.0,35.96,2023-01-22,7,2030-01-20,17.16,Active,Medium,BR026
INV01053,CUST02311,Recurring Deposit,22575.0,35275.0,56.26,2021-09-20,7,2028-09-18,14.58,Withdrawn,Low,BR021
INV01054,CUST02014,Stocks,947359.0,1672860.0,76.58,2020-02-10,3,2023-02-09,12.33,Withdrawn,High,BR021
INV01055,CUST01470,Mutual Fund,454768.0,577529.0,26.99,2021-01-19,1,2022-01-19,6.24,Matured,High,BR037
INV01056,CUST02962,Mutual Fund,148360.0,227821.0,53.56,2020-08-19,5,2025-08-18,10.32,Active,High,BR015
INV01057,CUST02820,PPF,96638.0,143671.0,48.67,2020-07-18,7,2027-07-17,9.31,Matured,Low,BR001
INV01058,CUST02507,PPF,119481.0,186051.0,55.72,2020-09-10,7,2027-09-09,10.83,Active,Low,BR043
INV01059,CUST02900,Stocks,561659.0,773821.0,37.77,2021-08-09,7,2028-08-07,9.9,Active,High,BR048
INV01060,CUST01126,NPS,99842.0,119607.0,19.8,2023-06-15,1,2024-06-14,12.4,Active,Medium,BR050
INV01061,CUST02069,Stocks,383254.0,590888.0,54.18,2022-01-03,1,2023-01-03,15.57,Matured,High,BR015
INV01062,CUST00826,PPF,14286.0,23052.0,61.36,2021-07-20,5,2026-07-19,14.88,Withdrawn,Low,BR043
INV01063,CUST00621,Fixed Deposit,2231728.0,3684349.0,65.09,2021-10-19,3,2024-10-18,16.96,Active,Low,BR030
INV01064,CUST01056,Mutual Fund,128494.0,173471.0,35.0,2022-11-13,2,2024-11-12,15.12,Matured,High,BR025
INV01065,CUST02535,SIP,9025.0,12127.0,34.37,2023-02-11,1,2024-02-11,16.97,Active,Medium,BR028
INV01066,CUST00115,SIP,42187.0,69010.0,63.58,2021-02-28,3,2024-02-28,13.68,Active,Medium,BR006
INV01067,CUST00003,Fixed Deposit,3145810.0,4552481.0,44.72,2021-07-05,10,2031-07-03,11.17,Matured,Low,BR013
INV01068,CUST02367,Fixed Deposit,33346.0,65026.0,95.0,2020-08-24,10,2030-08-22,16.58,Active,Low,BR008
INV01069,CUST00210,SIP,1482.0,2563.0,72.94,2020-09-09,10,2030-09-07,13.55,Active,Medium,BR042
INV01070,CUST02853,Recurring Deposit,3816.0,6370.0,66.93,2020-12-09,7,2027-12-08,13.45,Active,Low,BR033
INV01071,CUST01959,Mutual Fund,48489.0,62269.0,28.42,2021-05-18,3,2024-05-17,7.15,Withdrawn,High,BR045
INV01072,CUST00489,Stocks,784758.0,1037992.0,32.27,2023-03-24,5,2028-03-22,17.09,Withdrawn,High,BR049
INV01073,CUST02007,Recurring Deposit,38645.0,46005.0,19.05,2022-08-22,7,2029-08-20,7.67,Active,Low,BR037
INV01074,CUST02821,Gold Bond,165287.0,224602.0,35.89,2020-03-25,1,2021-03-25,6.64,Active,Medium,BR048
INV01075,CUST00452,Fixed Deposit,2925778.0,3796370.0,29.76,2020-07-28,7,2027-07-27,6.06,Active,Low,BR030
INV01076,CUST00196,Fixed Deposit,1139375.0,1649842.0,44.8,2021-12-18,1,2022-12-18,12.97,Active,Low,BR033
INV01077,CUST01589,Gold Bond,101333.0,132236.0,30.5,2023-02-03,1,2024-02-03,14.98,Matured,Medium,BR044
INV01078,CUST02285,Mutual Fund,161398.0,249281.0,54.45,2020-06-14,5,2025-06-13,10.03,Active,High,BR049
INV01079,CUST00975,Fixed Deposit,2430849.0,2907819.0,19.62,2023-06-30,7,2030-06-28,12.65,Active,Low,BR007
INV01080,CUST02593,Stocks,420157.0,557803.0,32.76,2020-12-23,3,2023-12-23,7.3,Active,High,BR035
INV01081,CUST00954,Mutual Fund,406989.0,544263.0,33.73,2023-03-18,2,2025-03-17,17.64,Active,High,BR033
INV01082,CUST01010,Recurring Deposit,7781.0,12610.0,62.06,2020-11-18,3,2023-11-18,12.44,Matured,Low,BR002
INV01083,CUST01251,SIP,4505.0,5564.0,23.51,2022-06-07,1,2023-06-07,8.57,Active,Medium,BR036
INV01084,CUST00317,PPF,87029.0,99714.0,14.58,2023-08-10,5,2028-08-08,10.27,Active,Low,BR042
INV01085,CUST02765,PPF,37271.0,41596.0,11.6,2023-03-08,5,2028-03-06,6.23,Active,Low,BR028
INV01086,CUST02763,Gold Bond,491220.0,661666.0,34.7,2023-01-10,5,2028-01-09,16.3,Matured,Medium,BR027
INV01087,CUST01794,PPF,14585.0,27434.0,88.1,2021-01-07,10,2031-01-05,17.2,Withdrawn,Low,BR027
INV01088,CUST00113,Fixed Deposit,1503699.0,1920182.0,27.7,2022-12-19,1,2023-12-19,12.78,Active,Low,BR043
INV01089,CUST02843,Stocks,940147.0,1052356.0,11.94,2023-12-17,1,2024-12-16,11.47,Withdrawn,High,BR049
INV01090,CUST02062,Stocks,186623.0,205767.0,10.26,2023-06-13,10,2033-06-10,6.5,Withdrawn,High,BR005
INV01091,CUST02285,Fixed Deposit,919007.0,1063961.0,15.77,2023-01-20,1,2024-01-20,7.82,Active,Low,BR049
INV01092,CUST01768,Gold Bond,288688.0,537536.0,86.2,2020-06-29,7,2027-06-28,14.79,Matured,Medium,BR007
INV01093,CUST02258,Gold Bond,366426.0,557715.0,52.2,2021-05-05,7,2028-05-03,12.17,Active,Medium,BR039
INV01094,CUST02861,Recurring Deposit,7405.0,10110.0,36.53,2020-12-25,5,2025-12-24,8.06,Active,Low,BR019
INV01095,CUST02097,NPS,129836.0,182837.0,40.82,2021-12-04,5,2026-12-03,11.78,Active,Medium,BR009
INV01096,CUST01911,Fixed Deposit,2035789.0,2864493.0,40.71,2021-05-08,3,2024-05-07,9.81,Active,Low,BR009
INV01097,CUST00947,SIP,40796.0,70790.0,73.52,2020-07-04,1,2021-07-04,13.05,Active,Medium,BR015
INV01098,CUST00806,Stocks,585573.0,991685.0,69.35,2020-06-24,5,2025-06-23,12.36,Active,High,BR025
INV01099,CUST02069,Recurring Deposit,48591.0,55194.0,13.59,2023-04-20,3,2026-04-19,7.79,Active,Low,BR015
INV01100,CUST00678,Fixed Deposit,3568719.0,5033786.0,41.05,2022-06-15,10,2032-06-12,14.47,Matured,Low,BR044
INV01101,CUST00497,NPS,113912.0,198100.0,73.91,2021-03-25,1,2022-03-25,15.81,Active,Medium,BR015
INV01102,CUST01437,Recurring Deposit,37002.0,57143.0,54.43,2021-06-26,2,2023-06-26,13.16,Active,Low,BR027
INV01103,CUST00160,Gold Bond,97887.0,145650.0,48.79,2020-02-25,3,2023-02-24,8.54,Active,Medium,BR014
INV01104,CUST01012,SIP,20291.0,28121.0,38.59,2021-05-06,2,2023-05-06,9.34,Active,Medium,BR036
INV01105,CUST02196,Mutual Fund,350147.0,465479.0,32.94,2022-08-29,2,2024-08-28,12.94,Active,High,BR013
INV01106,CUST00664,Recurring Deposit,36483.0,48274.0,32.32,2023-01-12,5,2028-01-11,15.3,Active,Low,BR013
INV01107,CUST01666,Fixed Deposit,1272202.0,1886076.0,48.25,2021-03-07,1,2022-03-07,10.86,Matured,Low,BR045
INV01108,CUST02527,SIP,41794.0,54147.0,29.56,2020-10-05,3,2023-10-05,6.3,Withdrawn,Medium,BR040
INV01109,CUST00243,Gold Bond,219088.0,294885.0,34.6,2021-06-26,1,2022-06-26,8.82,Active,Medium,BR009
INV01110,CUST02663,Stocks,684811.0,1026521.0,49.9,2021-03-29,2,2023-03-29,11.37,Active,High,BR031
INV01111,CUST01934,PPF,50631.0,81355.0,60.68,2021-08-04,10,2031-08-02,14.93,Active,Low,BR049
INV01112,CUST00987,Gold Bond,242723.0,448756.0,84.88,2020-05-30,3,2023-05-30,14.33,Active,Medium,BR003
INV01113,CUST02082,Gold Bond,430569.0,834920.0,93.91,2020-01-02,3,2023-01-01,14.17,Active,Medium,BR020
INV01114,CUST01087,Mutual Fund,85546.0,118025.0,37.97,2022-08-16,3,2025-08-15,14.51,Active,High,BR027
INV01115,CUST02806,Mutual Fund,7450.0,14588.0,95.81,2020-05-05,7,2027-05-04,15.52,Active,High,BR022
INV01116,CUST00680,Gold Bond,207460.0,226506.0,9.18,2023-12-22,7,2030-12-20,8.95,Active,Medium,BR048
