txn_id,account_id,customer_id,txn_date,txn_month,txn_year,txn_quarter,txn_hour,txn_day_of_week,txn_type,category,amount,channel,status,is_fraud,balance_after,description,reference_no
TXN0000150,ACC003568,CUST02534,2020-02-20,2020-02,2020,Q1,19,Thursday,Credit,Interest Credit,38528.62,Net Banking,Success,0,8257308.07,Interest Credit via Net Banking,REF492932906
TXN0000151,ACC000128,CUST00090,2021-12-07,2021-12,2021,Q4,20,Tuesday,Debit,Entertainment,2122.26,RTGS,Success,0,67119.33,Entertainment via RTGS,REF979553928
TXN0000152,ACC002793,CUST01976,2022-06-13,2022-06,2022,Q2,20,Monday,Credit,Refund,24779.5,ATM,Success,0,316459.35,Refund via ATM,REF399727877
TXN0000153,ACC001357,CUST00960,2024-03-03,2024-03,2024,Q1,11,Sunday,Debit,Entertainment,4791.76,ATM,Success,0,9020900.19,Entertainment via ATM,REF714491496
TXN0000154,ACC004198,CUST02964,2022-10-22,2022-10,2022,Q4,22,Saturday,Debit,Rent,58735.36,UPI,Failed,0,229040.86,Rent via UPI,REF610691114
TXN0000155,ACC000720,CUST00507,2023-11-19,2023-11,2023,Q4,15,Sunday,Debit,Cash Withdrawal,13396.81,Mobile Banking,Failed,0,81437.31,Cash Withdrawal via Mobile Banking,REF683530614
TXN0000156,ACC000426,CUST00299,2024-01-25,2024-01,2024,Q1,13,Thursday,Credit,Interest Credit,24353.54,Net Banking,Success,0,3299205.2,Interest Credit via Net Banking,REF994614901
TXN0000157,ACC001312,CUST00928,2022-04-24,2022-04,2022,Q2,2,Sunday,Debit,Insurance Premium,33017.42,ATM,Success,0,458976.47,Insurance Premium via ATM,REF328908020
TXN0000158,ACC003833,CUST02717,2021-06-23,2021-06,2021,Q2,8,Wednesday,Debit,Education,8982.21,IMPS,Success,0,449450.75,Education via IMPS,REF831900392
TXN0000159,ACC003026,CUST02144,2023-02-28,2023-02,2023,Q1,3,Tuesday,Debit,Investment,495627.58,UPI,Success,0,0.0,Investment via UPI,REF153310356
TXN0000160,ACC000172,CUST00123,2023-10-02,2023-10,2023,Q4,2,Monday,Debit,Medical,76882.31,Net Banking,Success,0,9593547.39,Medical via Net Banking,REF950256848
TXN0000161,ACC002570,CUST01819,2021-07-17,2021-07,2021,Q3,4,Saturday,Debit,Education,49802.61,ATM,Success,0,3658149.14,Education via ATM,REF570142343
TXN0000162,ACC001802,CUST01282,2024-02-06,2024-02,2024,Q1,3,Tuesday,Debit,Investment,64454.77,Branch,Success,0,45336.94,Investment via Branch,REF338395864
TXN0000163,ACC002650,CUST01880,2020-11-10,2020-11,2020,Q4,5,Tuesday,Debit,Tax Payment,350926.77,IMPS,Success,0,954563.04,Tax Payment via IMPS,REF489287881
TXN0000164,ACC002297,CUST01635,2024-07-02,2024-07,2024,Q3,21,Tuesday,Debit,Insurance Premium,30021.08,Net Banking,Success,0,209858.41,Insurance Premium via Net Banking,REF650544193
TXN0000165,ACC000846,CUST00589,2022-05-06,2022-05,2022,Q2,10,Friday,Credit,Cash Deposit,136686.42,UPI,Success,0,359165.28,Cash Deposit via UPI,REF668000264
TXN0000166,ACC002392,CUST01699,2020-01-13,2020-01,2020,Q1,11,Monday,Debit,Medical,80569.65,UPI,Success,0,161834.37,Medical via UPI,REF214968344
TXN0000167,ACC003460,CUST02452,2023-08-05,2023-08,2023,Q3,18,Saturday,Credit,Refund,27040.34,Branch,Success,0,4804487.1,Refund via Branch,REF178317235
TXN0000168,ACC000138,CUST00098,2023-05-16,2023-05,2023,Q2,7,Tuesday,Debit,Medical,169994.9,IMPS,Failed,0,5732866.35,Medical via IMPS,REF175693622
TXN0000169,ACC002576,CUST01824,2023-03-02,2023-03,2023,Q1,1,Thursday,Debit,EMI Debit,24846.95,ATM,Success,0,8419969.88,EMI Debit via ATM,REF149412104
TXN0000170,ACC001576,CUST01123,2022-05-25,2022-05,2022,Q2,20,Wednesday,Debit,Cash Withdrawal,30778.92,UPI,Pending,0,383183.29,Cash Withdrawal via UPI,REF760150702
TXN0000171,ACC000092,CUST00065,2020-12-13,2020-12,2020,Q4,14,Sunday,Credit,Interest Credit,48714.82,NEFT,Success,0,221939.05,Interest Credit via NEFT,REF108441598
TXN0000172,ACC000333,CUST00240,2023-11-12,2023-11,2023,Q4,10,Sunday,Debit,Rent,7334.82,NEFT,Success,0,237817.2,Rent via NEFT,REF583070345
TXN0000173,ACC002512,CUST01786,2020-12-23,2020-12,2020,Q4,16,Wednesday,Debit,Insurance Premium,9262.68,Net Banking,Success,0,448892.76,Insurance Premium via Net Banking,REF181284093
TXN0000174,ACC003871,CUST02742,2023-01-25,2023-01,2023,Q1,18,Wednesday,Debit,Medical,191860.67,Branch,Success,0,3553932.19,Medical via Branch,REF245126454
TXN0000175,ACC003045,CUST02157,2024-08-01,2024-08,2024,Q3,2,Thursday,Debit,Medical,119043.68,ATM,Success,0,6906476.04,Medical via ATM,REF639250538
TXN0000176,ACC003092,CUST02191,2021-01-19,2021-01,2021,Q1,13,Tuesday,Debit,Utility Bills,3140.75,IMPS,Success,0,259237.84,Utility Bills via IMPS,REF940479815
TXN0000177,ACC002263,CUST01613,2022-02-22,2022-02,2022,Q1,0,Tuesday,Debit,Medical,77639.7,ATM,Success,0,28906.88,Medical via ATM,REF371102793
TXN0000178,ACC000977,CUST00678,2021-06-03,2021-06,2021,Q2,9,Thursday,Debit,Medical,77197.32,IMPS,Failed,0,5006449.49,Medical via IMPS,REF328656330
TXN0000179,ACC001463,CUST01041,2023-03-17,2023-03,2023,Q1,8,Friday,Credit,Interest Credit,29682.0,ATM,Success,0,144794.9,Interest Credit via ATM,REF979352994
TXN0000180,ACC002199,CUST01567,2021-06-19,2021-06,2021,Q2,2,Saturday,Debit,Food & Dining,4523.76,ATM,Success,0,570075.97,Food & Dining via ATM,REF638515669
TXN0000181,ACC003988,CUST02822,2022-02-07,2022-02,2022,Q1,17,Monday,Debit,Medical,61285.26,Branch,Success,0,368166.39,Medical via Branch,REF147242298
TXN0000182,ACC003564,CUST02532,2021-11-04,2021-11,2021,Q4,17,Thursday,Debit,Travel,15419.99,ATM,Success,0,3947348.59,Travel via ATM,REF635690394
TXN0000183,ACC002991,CUST02117,2023-01-04,2023-01,2023,Q1,12,Wednesday,Credit,Dividend,30867.85,Branch,Success,0,125765.78,Dividend via Branch,REF980335963
TXN0000184,ACC002086,CUST01482,2021-11-11,2021-11,2021,Q4,7,Thursday,Credit,Salary Credit,370803.45,Net Banking,Success,0,637506.88,Salary Credit via Net Banking,REF898616162
TXN0000185,ACC002634,CUST01869,2021-03-21,2021-03,2021,Q1,9,Sunday,Debit,Insurance Premium,15438.56,ATM,Success,0,11926059.57,Insurance Premium via ATM,REF569573358
TXN0000186,ACC001042,CUST00724,2023-01-11,2023-01,2023,Q1,16,Wednesday,Credit,Refund,18588.05,IMPS,Success,0,226864.27,Refund via IMPS,REF344654283
TXN0000187,ACC000684,CUST00480,2020-04-06,2020-04,2020,Q2,18,Monday,Credit,Refund,29474.96,Branch,Success,0,3450217.07,Refund via Branch,REF138746359
TXN0000188,ACC003766,CUST02670,2020-03-23,2020-03,2020,Q1,11,Monday,Credit,Refund,30589.23,ATM,Success,0,271071.48,Refund via ATM,REF494865220
TXN0000189,ACC003829,CUST02715,2020-09-14,2020-09,2020,Q3,19,Monday,Debit,Education,69381.56,NEFT,Success,0,4087622.73,Education via NEFT,REF405064119
TXN0000190,ACC001249,CUST00881,2022-08-08,2022-08,2022,Q3,10,Monday,Debit,Food & Dining,4614.94,IMPS,Success,0,292399.81,Food & Dining via IMPS,REF302032254
TXN0000191,ACC000748,CUST00523,2021-12-19,2021-12,2021,Q4,2,Sunday,Debit,Entertainment,2711.64,UPI,Success,0,530414.71,Entertainment via UPI,REF499341180
TXN0000192,ACC003177,CUST02252,2023-10-21,2023-10,2023,Q4,23,Saturday,Debit,Medical,108504.03,IMPS,Success,0,182804.02,Medical via IMPS,REF310342991
TXN0000193,ACC004166,CUST02942,2020-08-25,2020-08,2020,Q3,4,Tuesday,Debit,Shopping,16628.96,RTGS,Success,0,330840.27,Shopping via RTGS,REF551092021
TXN0000194,ACC001156,CUST00812,2022-12-12,2022-12,2022,Q4,1,Monday,Debit,Cash Withdrawal,22518.23,RTGS,Success,0,2144090.39,Cash Withdrawal via RTGS,REF480468412
TXN0000195,ACC002181,CUST01555,2020-11-28,2020-11,2020,Q4,15,Saturday,Credit,Interest Credit,18148.54,Net Banking,Success,0,3065801.26,Interest Credit via Net Banking,REF339554165
TXN0000196,ACC004200,CUST02966,2021-12-15,2021-12,2021,Q4,13,Wednesday,Debit,Medical,73527.93,Branch,Success,0,386849.18,Medical via Branch,REF955685514
TXN0000197,ACC001703,CUST01208,2022-11-12,2022-11,2022,Q4,7,Saturday,Credit,Salary Credit,118790.44,Net Banking,Success,0,340239.64,Salary Credit via Net Banking,REF916959365
TXN0000198,ACC003570,CUST02534,2020-06-19,2020-06,2020,Q2,23,Friday,Debit,Medical,17091.25,UPI,Success,0,15442595.66,Medical via UPI,REF982383027
TXN0000199,ACC003045,CUST02157,2021-03-07,2021-03,2021,Q1,10,Sunday,Credit,Salary Credit,83502.91,ATM,Success,0,7109260.81,Salary Credit via ATM,REF345363739
TXN0000200,ACC003772,CUST02675,2024-08-04,2024-08,2024,Q3,22,Sunday,Debit,Travel,63258.06,ATM,Success,0,2895092.71,Travel via ATM,REF958224605
TXN0000201,ACC001823,CUST01296,2024-08-01,2024-08,2024,Q3,10,Thursday,Debit,Cash Withdrawal,21349.42,RTGS,Success,0,431293.12,Cash Withdrawal via RTGS,REF770706673
TXN0000202,ACC002859,CUST02025,2023-07-07,2023-07,2023,Q3,14,Friday,Debit,Insurance Premium,40515.24,RTGS,Failed,0,161387.7,Insurance Premium via RTGS,REF647198912
TXN0000203,ACC003942,CUST02798,2023-11-08,2023-11,2023,Q4,10,Wednesday,Debit,Investment,280794.16,RTGS,Success,0,1767398.21,Investment via RTGS,REF711283079
TXN0000204,ACC003509,CUST02489,2022-10-28,2022-10,2022,Q4,13,Friday,Debit,Government Services,955.48,Net Banking,Success,0,4871970.08,Government Services via Net Banking,REF664239250
TXN0000205,ACC001399,CUST00989,2024-12-12,2024-12,2024,Q4,18,Thursday,Debit,Entertainment,1667.17,Branch,Success,0,4203618.38,Entertainment via Branch,REF575956239
TXN0000206,ACC001691,CUST01199,2021-08-14,2021-08,2021,Q3,12,Saturday,Debit,Food & Dining,3072.36,RTGS,Success,0,3586637.48,Food & Dining via RTGS,REF305210982
TXN0000207,ACC004026,CUST02847,2021-01-24,2021-01,2021,Q1,23,Sunday,Debit,EMI Debit,127347.91,Net Banking,Success,0,0.0,EMI Debit via Net Banking,REF525554321
TXN0000208,ACC003859,CUST02735,2022-09-30,2022-09,2022,Q3,6,Friday,Debit,Entertainment,941.16,Branch,Success,0,56479.08,Entertainment via Branch,REF999677818
TXN0000209,ACC002796,CUST01979,2020-08-07,2020-08,2020,Q3,21,Friday,Debit,Shopping,19132.12,RTGS,Success,0,9566819.52,Shopping via RTGS,REF179351963
TXN0000210,ACC001554,CUST01108,2020-10-16,2020-10,2020,Q4,9,Friday,Debit,Cash Withdrawal,41530.5,UPI,Success,0,3164627.7,Cash Withdrawal via UPI,REF543288911
TXN0000211,ACC003667,CUST02598,2022-11-01,2022-11,2022,Q4,7,Tuesday,Credit,Refund,9674.6,ATM,Success,0,695736.8,Refund via ATM,REF738795261
TXN0000212,ACC002158,CUST01538,2024-10-10,2024-10,2024,Q4,9,Thursday,Debit,Food & Dining,2965.01,RTGS,Success,0,5160.36,Food & Dining via RTGS,REF402593051
TXN0000213,ACC002082,CUST01480,2020-01-10,2020-01,2020,Q1,15,Friday,Debit,Entertainment,885.29,ATM,Success,0,2922142.68,Entertainment via ATM,REF667195189
TXN0000214,ACC002308,CUST01642,2024-07-08,2024-07,2024,Q3,21,Monday,Debit,Insurance Premium,45808.32,Branch,Success,0,435528.28,Insurance Premium via Branch,REF387108474
TXN0000215,ACC002843,CUST02014,2023-11-28,2023-11,2023,Q4,16,Tuesday,Debit,Medical,176264.46,Net Banking,Success,0,0.0,Medical via Net Banking,REF328349203
TXN0000216,ACC002576,CUST01824,2024-05-27,2024-05,2024,Q2,14,Monday,Credit,Dividend,10533.81,Branch,Success,0,8456261.17,Dividend via Branch,REF433965160
TXN0000217,ACC004029,CUST02850,2022-04-26,2022-04,2022,Q2,7,Tuesday,Debit,Travel,24199.81,ATM,Success,0,312554.61,Travel via ATM,REF920412166
TXN0000218,ACC000393,CUST00280,2020-03-05,2020-03,2020,Q1,19,Thursday,Credit,Refund,7499.21,IMPS,Pending,0,227035.71,Refund via IMPS,REF777701414
TXN0000219,ACC000954,CUST00662,2024-07-09,2024-07,2024,Q3,17,Tuesday,Debit,Travel,13077.49,Net Banking,Success,0,280078.22,Travel via Net Banking,REF142107226
TXN0000220,ACC000446,CUST00313,2023-01-29,2023-01,2023,Q1,8,Sunday,Debit,Shopping,45756.02,Mobile Banking,Pending,0,4591051.15,Shopping via Mobile Banking,REF743717088
TXN0000221,ACC002238,CUST01596,2024-05-18,2024-05,2024,Q2,5,Saturday,Debit,Insurance Premium,34462.29,IMPS,Success,0,1222502.77,Insurance Premium via IMPS,REF265811829
TXN0000222,ACC003227,CUST02284,2020-04-14,2020-04,2020,Q2,7,Tuesday,Debit,Government Services,6764.71,IMPS,Failed,0,218095.94,Government Services via IMPS,REF535266546
TXN0000223,ACC003893,CUST02760,2023-08-18,2023-08,2023,Q3,19,Friday,Debit,Medical,194355.64,Net Banking,Success,0,4320716.28,Medical via Net Banking,REF458709465
TXN0000224,ACC000926,CUST00644,2020-08-26,2020-08,2020,Q3,8,Wednesday,Credit,Refund,7066.55,UPI,Failed,0,2322950.2,Refund via UPI,REF898346199
TXN0000225,ACC003721,CUST02639,2022-01-10,2022-01,2022,Q1,15,Monday,Debit,Travel,8408.93,IMPS,Success,0,269456.75,Travel via IMPS,REF845357518
TXN0000226,ACC000822,CUST00572,2022-12-11,2022-12,2022,Q4,5,Sunday,Credit,Salary Credit,472991.5,IMPS,Success,0,883401.88,Salary Credit via IMPS,REF979894327
TXN0000227,ACC000586,CUST00409,2023-11-25,2023-11,2023,Q4,0,Saturday,Debit,Rent,60248.85,Mobile Banking,Success,0,9876326.81,Rent via Mobile Banking,REF378619618
TXN0000228,ACC002357,CUST01674,2021-11-21,2021-11,2021,Q4,4,Sunday,Debit,Utility Bills,9372.74,IMPS,Success,0,3732239.25,Utility Bills via IMPS,REF407609265
TXN0000229,ACC003442,CUST02439,2024-12-10,2024-12,2024,Q4,9,Tuesday,Debit,Entertainment,144.51,RTGS,Pending,0,3560777.38,Entertainment via RTGS,REF568429550
TXN0000230,ACC003298,CUST02334,2024-05-11,2024-05,2024,Q2,3,Saturday,Credit,Interest Credit,11252.31,RTGS,Success,0,85962.03,Interest Credit via RTGS,REF599449020
TXN0000231,ACC000743,CUST00520,2021-04-17,2021-04,2021,Q2,5,Saturday,Debit,Investment,186719.29,IMPS,Success,0,0.0,Investment via IMPS,REF323918657
TXN0000232,ACC002753,CUST01948,2021-01-04,2021-01,2021,Q1,13,Monday,Debit,Fund Transfer,103151.58,Mobile Banking,Success,0,2607.31,Fund Transfer via Mobile Banking,REF209386177
TXN0000233,ACC000028,CUST00021,2021-03-22,2021-03,2021,Q1,3,Monday,Debit,Government Services,8254.17,NEFT,Success,0,2380370.05,Government Services via NEFT,REF822039809
TXN0000234,ACC000962,CUST00668,2021-12-22,2021-12,2021,Q4,0,Wednesday,Debit,Investment,69004.03,RTGS,Success,0,84291.62,Investment via RTGS,REF804988240
TXN0000235,ACC000602,CUST00423,2021-12-08,2021-12,2021,Q4,10,Wednesday,Debit,Insurance Premium,8920.01,ATM,Success,0,109574.1,Insurance Premium via ATM,REF377606092
TXN0000236,ACC002924,CUST02069,2022-05-03,2022-05,2022,Q2,9,Tuesday,Debit,Food & Dining,4480.91,Branch,Success,0,7368983.5,Food & Dining via Branch,REF941916874
TXN0000237,ACC001546,CUST01104,2023-09-22,2023-09,2023,Q3,16,Friday,Debit,Fund Transfer,13551.04,RTGS,Success,0,139242.52,Fund Transfer via RTGS,REF784896833
TXN0000238,ACC000694,CUST00488,2023-01-14,2023-01,2023,Q1,16,Saturday,Debit,Shopping,13052.54,IMPS,Success,0,304167.69,Shopping via IMPS,REF681374769
TXN0000239,ACC001424,CUST01010,2021-12-29,2021-12,2021,Q4,13,Wednesday,Credit,Refund,34934.09,Branch,Success,0,422968.49,Refund via Branch,REF207671359
TXN0000240,ACC001990,CUST01419,2023-07-03,2023-07,2023,Q3,18,Monday,Debit,Education,86956.2,RTGS,Success,0,0.0,Education via RTGS,REF261070644
TXN0000241,ACC003806,CUST02698,2023-05-04,2023-05,2023,Q2,4,Thursday,Debit,Tax Payment,146689.42,IMPS,Success,0,0.0,Tax Payment via IMPS,REF772784884
TXN0000242,ACC000469,CUST00327,2023-10-15,2023-10,2023,Q4,19,Sunday,Credit,Cash Deposit,23349.01,RTGS,Success,0,1104454.72,Cash Deposit via RTGS,REF956388849
TXN0000243,ACC003153,CUST02234,2023-03-13,2023-03,2023,Q1,3,Monday,Debit,Tax Payment,392958.15,NEFT,Success,0,2269146.76,Tax Payment via NEFT,REF424388986
TXN0000244,ACC003615,CUST02564,2023-08-22,2023-08,2023,Q3,5,Tuesday,Debit,Government Services,9203.87,ATM,Success,0,3632582.35,Government Services via ATM,REF785716903
TXN0000245,ACC000191,CUST00135,2021-07-22,2021-07,2021,Q3,12,Thursday,Debit,Tax Payment,237093.69,ATM,Failed,0,4719708.67,Tax Payment via ATM,REF540866766
TXN0000246,ACC002822,CUST02001,2022-05-12,2022-05,2022,Q2,23,Thursday,Debit,Tax Payment,166693.58,ATM,Success,0,0.0,Tax Payment via ATM,REF506997920
TXN0000247,ACC001118,CUST00786,2022-07-03,2022-07,2022,Q3,19,Sunday,Debit,Insurance Premium,34064.96,IMPS,Pending,0,27374.98,Insurance Premium via IMPS,REF217129842
TXN0000248,ACC000884,CUST00615,2024-03-03,2024-03,2024,Q1,12,Sunday,Debit,Cash Withdrawal,18421.34,Branch,Success,0,6258039.54,Cash Withdrawal via Branch,REF883307481
TXN0000249,ACC003414,CUST02418,2024-06-10,2024-06,2024,Q2,12,Monday,Debit,Utility Bills,5108.1,Branch,Success,0,10932271.31,Utility Bills via Branch,REF908400827
TXN0000250,ACC000217,CUST00152,2022-06-12,2022-06,2022,Q2,23,Sunday,Credit,Cash Deposit,45845.59,NEFT,Success,0,337813.61,Cash Deposit via NEFT,REF803710034
TXN0000251,ACC002250,CUST01604,2020-07-10,2020-07,2020,Q3,22,Friday,Debit,Investment,68116.01,IMPS,Success,0,225285.76,Investment via IMPS,REF691224449
TXN0000252,ACC000892,CUST00619,2020-05-15,2020-05,2020,Q2,16,Friday,Debit,EMI Debit,109612.05,ATM,Success,0,138615.78,EMI Debit via ATM,REF304946993
TXN0000253,ACC000925,CUST00643,2020-05-31,2020-05,2020,Q2,11,Sunday,Credit,Interest Credit,28271.2,IMPS,Success,0,282206.87,Interest Credit via IMPS,REF198856424
TXN0000254,ACC000598,CUST00419,2020-10-03,2020-10,2020,Q4,9,Saturday,Debit,Rent,22146.58,Branch,Success,0,9565586.44,Rent via Branch,REF712057119
TXN0000255,ACC002808,CUST01989,2022-11-18,2022-11,2022,Q4,17,Friday,Debit,Rent,5931.32,NEFT,Success,0,77994.13,Rent via NEFT,REF621335091
TXN0000256,ACC000564,CUST00394,2024-09-27,2024-09,2024,Q3,1,Friday,Debit,Shopping,19334.0,Mobile Banking,Success,0,5328347.16,Shopping via Mobile Banking,REF405912001
TXN0000257,ACC001259,CUST00888,2024-08-14,2024-08,2024,Q3,20,Wednesday,Debit,EMI Debit,61403.85,RTGS,Success,0,221377.53,EMI Debit via RTGS,REF858101723
TXN0000258,ACC001981,CUST01412,2021-03-11,2021-03,2021,Q1,13,Thursday,Credit,Refund,33295.33,Mobile Banking,Pending,0,81461.12,Refund via Mobile Banking,REF446364143
TXN0000259,ACC000291,CUST00210,2023-05-24,2023-05,2023,Q2,17,Wednesday,Debit,Rent,17571.64,Net Banking,Success,0,99523.69,Rent via Net Banking,REF368512651
TXN0000260,ACC004228,CUST02984,2024-01-20,2024-01,2024,Q1,6,Saturday,Debit,Entertainment,282.39,IMPS,Success,0,444538.13,Entertainment via IMPS,REF943943219
TXN0000261,ACC001390,CUST00984,2021-01-05,2021-01,2021,Q1,16,Tuesday,Debit,Rent,27380.13,ATM,Success,0,38114.26,Rent via ATM,REF906308941
TXN0000262,ACC002426,CUST01722,2024-03-11,2024-03,2024,Q1,1,Monday,Debit,EMI Debit,5904.36,Mobile Banking,Success,0,18567.19,EMI Debit via Mobile Banking,REF471393486
TXN0000263,ACC000260,CUST00183,2023-06-18,2023-06,2023,Q2,0,Sunday,Credit,Refund,40302.95,Branch,Success,0,252286.54,Refund via Branch,REF817568329
TXN0000264,ACC000954,CUST00662,2024-05-18,2024-05,2024,Q2,22,Saturday,Debit,Shopping,9868.89,ATM,Success,0,282600.93,Shopping via ATM,REF792892870
TXN0000265,ACC000894,CUST00620,2021-10-27,2021-10,2021,Q4,9,Wednesday,Credit,Cash Deposit,192772.44,Mobile Banking,Success,0,2998331.54,Cash Deposit via Mobile Banking,REF543332176
TXN0000266,ACC000260,CUST00183,2021-02-06,2021-02,2021,Q1,4,Saturday,Debit,EMI Debit,9648.71,IMPS,Success,0,202012.57,EMI Debit via IMPS,REF524778353
TXN0000267,ACC001921,CUST01366,2024-07-26,2024-07,2024,Q3,15,Friday,Debit,EMI Debit,18132.68,Branch,Success,0,8270165.77,EMI Debit via Branch,REF567507633
TXN0000268,ACC000074,CUST00054,2023-10-26,2023-10,2023,Q4,11,Thursday,Credit,Refund,13501.09,Mobile Banking,Success,0,150269.74,Refund via Mobile Banking,REF147602077
TXN0000269,ACC001540,CUST01098,2022-11-07,2022-11,2022,Q4,13,Monday,Debit,Government Services,7420.44,Branch,Success,0,420033.77,Government Services via Branch,REF302038657
TXN0000270,ACC001251,CUST00882,2022-04-13,2022-04,2022,Q2,13,Wednesday,Credit,Refund,32684.69,Net Banking,Success,0,3360833.13,Refund via Net Banking,REF146865892
TXN0000271,ACC000860,CUST00598,2024-10-04,2024-10,2024,Q4,1,Friday,Debit,Fund Transfer,417091.87,ATM,Failed,0,0.0,Fund Transfer via ATM,REF457718721
TXN0000272,ACC002036,CUST01450,2022-08-04,2022-08,2022,Q3,11,Thursday,Debit,Shopping,36009.72,UPI,Pending,0,97715.84,Shopping via UPI,REF146675068
TXN0000273,ACC002390,CUST01697,2020-04-28,2020-04,2020,Q2,15,Tuesday,Credit,Cash Deposit,5494.62,RTGS,Success,0,2019796.37,Cash Deposit via RTGS,REF725022565
TXN0000274,ACC002969,CUST02101,2020-09-30,2020-09,2020,Q3,15,Wednesday,Debit,Cash Withdrawal,45582.27,Net Banking,Success,0,2336759.62,Cash Withdrawal via Net Banking,REF312239921
TXN0000275,ACC001139,CUST00801,2023-03-19,2023-03,2023,Q1,10,Sunday,Debit,Entertainment,1682.01,UPI,Success,0,197642.67,Entertainment via UPI,REF388593587
TXN0000276,ACC003064,CUST02171,2021-11-13,2021-11,2021,Q4,4,Saturday,Debit,Entertainment,3729.38,ATM,Success,0,281871.92,Entertainment via ATM,REF974544903
TXN0000277,ACC001716,CUST01219,2024-05-05,2024-05,2024,Q2,16,Sunday,Debit,Shopping,15238.6,RTGS,Pending,0,151731.32,Shopping via RTGS,REF203009793
TXN0000278,ACC003639,CUST02580,2022-10-17,2022-10,2022,Q4,0,Monday,Debit,Travel,55381.81,RTGS,Success,0,206071.5,Travel via RTGS,REF217372428
TXN0000279,ACC001657,CUST01180,2023-07-06,2023-07,2023,Q3,3,Thursday,Debit,Fund Transfer,651908.85,UPI,Success,0,11581368.1,Fund Transfer via UPI,REF370899959
TXN0000280,ACC002619,CUST01859,2020-10-23,2020-10,2020,Q4,16,Friday,Debit,Fund Transfer,424160.42,Mobile Banking,Pending,0,11380.78,Fund Transfer via Mobile Banking,REF206478484
TXN0000281,ACC000637,CUST00446,2022-12-04,2022-12,2022,Q4,17,Sunday,Debit,Fund Transfer,393520.75,Mobile Banking,Success,0,0.0,Fund Transfer via Mobile Banking,REF258794946
TXN0000282,ACC001213,CUST00852,2024-09-04,2024-09,2024,Q3,18,Wednesday,Debit,Government Services,762.6,IMPS,Success,0,4454904.65,Government Services via IMPS,REF624196084
TXN0000283,ACC001601,CUST01142,2023-05-04,2023-05,2023,Q2,15,Thursday,Debit,Investment,489878.12,Mobile Banking,Success,1,6742099.13,Investment via Mobile Banking,REF221503975
TXN0000284,ACC003129,CUST02220,2024-11-03,2024-11,2024,Q4,10,Sunday,Debit,Fund Transfer,918331.25,IMPS,Success,0,0.0,Fund Transfer via IMPS,REF577722216
TXN0000285,ACC000034,CUST00026,2022-08-22,2022-08,2022,Q3,0,Monday,Debit,Tax Payment,331724.25,RTGS,Success,0,13030968.95,Tax Payment via RTGS,REF174457859
