ticket_id,customer_id,category,priority,status,created_date,resolved_date,resolution_hours,channel,satisfaction_score,agent_id
TKT000249,CUST01160,Net Banking Issue,Medium,Resolved,2020-09-02,2020-09-02,1.0,Branch,2.0,AGT012
TKT000250,CUST02471,General Query,Critical,Resolved,2024-10-29,2024-11-03,112.0,App,4.0,AGT036
TKT000251,CUST02434,General Query,Medium,Open,2023-02-13,,,Branch,,AGT019
TKT000252,CUST02819,Net Banking Issue,Medium,Resolved,2022-12-05,2022-12-11,148.0,Chat,4.0,AGT020
TKT000253,CUST02576,KYC Update,Medium,Resolved,2022-11-01,2022-11-05,111.0,Email,4.0,AGT012
TKT000254,CUST01166,Account Opening,Medium,Resolved,2021-06-23,2021-06-26,70.0,Branch,1.0,AGT019
TKT000255,CUST01330,ATM Issue,Medium,Resolved,2020-04-26,2020-04-29,74.0,Branch,1.0,AGT023
TKT000256,CUST01759,Transaction Dispute,Medium,Resolved,2020-04-16,2020-04-17,41.0,Phone,1.0,AGT045
TKT000257,CUST00082,Fraud Report,Critical,Resolved,2022-10-19,2022-10-21,56.0,Phone,1.0,AGT023
TKT000258,CUST01303,Interest Query,Medium,Resolved,2021-02-15,2021-02-15,17.0,App,1.0,AGT049
TKT000259,CUST02110,Account Opening,High,Resolved,2022-07-14,2022-07-16,35.0,Chat,5.0,AGT015
TKT000260,CUST00585,Transaction Dispute,Low,Resolved,2022-08-24,2022-08-31,159.0,Phone,4.0,AGT030
TKT000261,CUST01257,KYC Update,High,Resolved,2023-03-10,2023-03-14,114.0,App,1.0,AGT008
TKT000262,CUST00951,Net Banking Issue,Critical,Open,2022-02-05,,,Email,,AGT009
TKT000263,CUST02079,Net Banking Issue,High,Resolved,2020-12-04,2020-12-11,161.0,Email,3.0,AGT029
TKT000264,CUST02339,Net Banking Issue,Critical,Resolved,2020-08-22,2020-08-24,48.0,App,3.0,AGT044
TKT000265,CUST00275,Card Issue,Medium,Open,2020-03-26,,,Chat,,AGT037
TKT000266,CUST02235,ATM Issue,Low,Resolved,2024-01-08,2024-01-14,136.0,Chat,1.0,AGT041
TKT000267,CUST02219,Interest Query,Low,Resolved,2021-05-20,2021-05-26,155.0,Branch,4.0,AGT035
TKT000268,CUST00739,Loan Query,Medium,Open,2023-05-04,,,Branch,,AGT017
TKT000269,CUST02331,KYC Update,Low,Open,2022-05-10,,,Email,,AGT030
TKT000270,CUST01826,ATM Issue,Low,Open,2024-10-03,,,Phone,,AGT021
TKT000271,CUST00308,Account Opening,High,Resolved,2021-06-30,2021-07-05,111.0,Phone,2.0,AGT004
TKT000272,CUST01361,General Query,Medium,Resolved,2022-10-24,2022-10-27,69.0,App,3.0,AGT024
TKT000273,CUST01372,Interest Query,Low,Resolved,2021-08-31,2021-09-03,79.0,Phone,1.0,AGT007
TKT000274,CUST02058,Loan Query,Critical,Resolved,2022-07-25,2022-07-31,143.0,App,5.0,AGT012
TKT000275,CUST00512,ATM Issue,High,Resolved,2021-09-25,2021-09-27,44.0,App,2.0,AGT031
TKT000276,CUST00614,Fraud Report,Critical,Open,2024-01-29,,,Branch,,AGT045
TKT000277,CUST01446,Loan Query,Medium,Resolved,2023-10-09,2023-10-12,63.0,App,2.0,AGT022
TKT000278,CUST01401,Account Opening,Medium,Resolved,2023-01-15,2023-01-16,31.0,Email,2.0,AGT010
TKT000279,CUST01114,Loan Query,Medium,Resolved,2020-01-12,2020-01-19,158.0,Email,4.0,AGT018
TKT000280,CUST01338,Card Issue,Medium,Open,2024-09-10,,,Phone,,AGT046
TKT000281,CUST01846,Interest Query,Medium,Resolved,2020-10-26,2020-10-30,90.0,Email,5.0,AGT024
TKT000282,CUST00345,Account Opening,Medium,Resolved,2024-12-16,2024-12-20,79.0,Phone,5.0,AGT050
TKT000283,CUST00170,Transaction Dispute,Low,Resolved,2024-08-28,2024-08-28,12.0,Chat,5.0,AGT047
TKT000284,CUST02127,Card Issue,Low,Open,2023-08-23,,,Email,,AGT024
TKT000285,CUST00823,Transaction Dispute,Medium,Open,2020-07-06,,,Email,,AGT001
TKT000286,CUST01717,Fraud Report,Critical,Resolved,2022-08-07,2022-08-09,50.0,Chat,2.0,AGT031
TKT000287,CUST01917,General Query,Low,Resolved,2024-01-19,2024-01-21,47.0,App,5.0,AGT031
TKT000288,CUST01824,KYC Update,Medium,Resolved,2024-02-07,2024-02-12,126.0,Branch,5.0,AGT032
TKT000289,CUST01791,Interest Query,Medium,Resolved,2021-01-28,2021-01-30,42.0,Email,2.0,AGT027
TKT000290,CUST01442,General Query,Medium,Resolved,2021-05-03,2021-05-04,16.0,Email,1.0,AGT049
TKT000291,CUST01473,Net Banking Issue,Medium,In Progress,2023-08-10,,,Phone,,AGT007
TKT000292,CUST02689,Card Issue,Low,Resolved,2024-06-10,2024-06-16,152.0,Phone,5.0,AGT015
TKT000293,CUST01151,Net Banking Issue,High,Resolved,2024-06-07,2024-06-13,146.0,Email,4.0,AGT035
TKT000294,CUST01448,Net Banking Issue,Medium,Resolved,2023-10-30,2023-10-31,27.0,Chat,1.0,AGT025
TKT000295,CUST00647,Card Issue,Medium,Open,2024-04-20,,,Phone,,AGT016
TKT000296,CUST00500,Card Issue,High,Resolved,2024-01-29,2024-02-03,121.0,Email,4.0,AGT015
TKT000297,CUST02284,Fraud Report,Critical,Resolved,2024-11-25,2024-11-29,85.0,Branch,4.0,AGT010
TKT000298,CUST02763,Net Banking Issue,High,Resolved,2024-08-17,2024-08-17,11.0,Chat,2.0,AGT025
TKT000299,CUST00119,Fraud Report,Critical,Open,2023-01-30,,,Phone,,AGT045
TKT000300,CUST01997,Fraud Report,Critical,Resolved,2021-05-27,2021-05-31,94.0,App,2.0,AGT012
TKT000301,CUST01791,Loan Query,Medium,Resolved,2022-04-28,2022-05-04,144.0,Chat,3.0,AGT019
TKT000302,CUST02858,Loan Query,Critical,In Progress,2022-08-14,,,App,,AGT019
TKT000303,CUST00025,Account Opening,Low,Resolved,2020-01-18,2020-01-23,123.0,Phone,4.0,AGT029
TKT000304,CUST00621,Fraud Report,Critical,Resolved,2021-10-13,2021-10-19,146.0,Branch,2.0,AGT030
TKT000305,CUST02732,Loan Query,High,Resolved,2022-08-09,2022-08-11,53.0,Email,4.0,AGT014
TKT000306,CUST00649,Card Issue,Low,Resolved,2023-05-07,2023-05-08,46.0,Phone,1.0,AGT017
TKT000307,CUST02459,Transaction Dispute,Low,Resolved,2021-09-12,2021-09-16,100.0,Chat,5.0,AGT034
TKT000308,CUST01193,Net Banking Issue,Medium,Resolved,2022-10-18,2022-10-19,10.0,Chat,4.0,AGT030
TKT000309,CUST02481,Net Banking Issue,High,Resolved,2024-05-10,2024-05-13,65.0,Branch,5.0,AGT029
TKT000310,CUST02576,General Query,Low,Resolved,2021-11-12,2021-11-14,44.0,Chat,1.0,AGT021
TKT000311,CUST02582,Net Banking Issue,High,Resolved,2023-05-07,2023-05-12,126.0,Phone,4.0,AGT046
TKT000312,CUST02082,Fraud Report,Critical,In Progress,2024-07-21,,,Branch,,AGT030
TKT000313,CUST01461,Interest Query,Low,Resolved,2024-07-08,2024-07-12,112.0,Email,1.0,AGT024
TKT000314,CUST00720,Loan Query,Medium,Resolved,2020-02-11,2020-02-14,55.0,Email,2.0,AGT021
TKT000315,CUST02660,General Query,Low,Resolved,2021-03-11,2021-03-13,49.0,App,4.0,AGT015
TKT000316,CUST01537,Transaction Dispute,Medium,Resolved,2023-07-16,2023-07-18,36.0,App,2.0,AGT025
TKT000317,CUST01954,Fraud Report,Critical,Resolved,2022-01-22,2022-01-27,105.0,App,2.0,AGT001
TKT000318,CUST01400,Fraud Report,Critical,Resolved,2023-01-04,2023-01-10,127.0,Email,4.0,AGT004
TKT000319,CUST02845,General Query,Low,Resolved,2021-08-14,2021-08-15,39.0,App,2.0,AGT004
TKT000320,CUST01124,Net Banking Issue,Low,Resolved,2020-11-21,2020-11-24,68.0,Branch,4.0,AGT009
TKT000321,CUST01631,Card Issue,High,Resolved,2020-11-13,2020-11-17,84.0,Email,1.0,AGT040
TKT000322,CUST01367,General Query,Medium,Resolved,2024-10-29,2024-11-04,158.0,Chat,4.0,AGT045
TKT000323,CUST02713,Interest Query,High,In Progress,2020-06-13,,,App,,AGT046
TKT000324,CUST01014,Transaction Dispute,High,Resolved,2023-05-13,2023-05-16,63.0,Branch,1.0,AGT049
TKT000325,CUST00302,Net Banking Issue,High,Resolved,2020-10-17,2020-10-21,102.0,Branch,5.0,AGT038
TKT000326,CUST02793,Fraud Report,Critical,Resolved,2024-10-01,2024-10-06,131.0,Chat,2.0,AGT013
TKT000327,CUST01226,Net Banking Issue,Low,Resolved,2024-03-02,2024-03-08,145.0,Chat,5.0,AGT019
TKT000328,CUST01136,Interest Query,High,Resolved,2024-05-06,2024-05-13,166.0,Email,5.0,AGT023
TKT000329,CUST02250,General Query,Low,Resolved,2021-08-26,2021-08-28,47.0,App,1.0,AGT040
TKT000330,CUST01531,ATM Issue,High,Resolved,2021-06-27,2021-06-30,65.0,Phone,3.0,AGT017
TKT000331,CUST02288,Account Opening,Medium,Resolved,2023-09-07,2023-09-13,163.0,App,2.0,AGT021
TKT000332,CUST00621,Card Issue,Medium,Resolved,2024-07-05,2024-07-06,10.0,Branch,1.0,AGT042
TKT000333,CUST01254,Interest Query,Medium,Resolved,2023-08-18,2023-08-19,26.0,Email,1.0,AGT029
TKT000334,CUST01305,Card Issue,Medium,Resolved,2024-12-09,2024-12-11,55.0,Branch,4.0,AGT014
TKT000335,CUST02465,General Query,Medium,Resolved,2022-09-21,2022-09-23,41.0,Chat,5.0,AGT010
TKT000336,CUST01700,Loan Query,Medium,Resolved,2022-09-02,2022-09-07,119.0,Phone,5.0,AGT025
TKT000337,CUST01972,Fraud Report,Critical,Resolved,2021-04-02,2021-04-08,147.0,Email,2.0,AGT003
TKT000338,CUST00553,Fraud Report,Critical,Resolved,2021-03-01,2021-03-04,89.0,Branch,5.0,AGT025
TKT000339,CUST00734,Card Issue,Low,Resolved,2020-07-10,2020-07-16,143.0,Chat,4.0,AGT002
TKT000340,CUST00192,Fraud Report,Critical,Resolved,2024-07-04,2024-07-09,120.0,App,5.0,AGT048
TKT000341,CUST02424,Fraud Report,Critical,Resolved,2024-07-04,2024-07-07,62.0,Email,5.0,AGT040
TKT000342,CUST02116,Transaction Dispute,High,Resolved,2020-08-13,2020-08-17,82.0,App,4.0,AGT014
TKT000343,CUST00235,ATM Issue,Low,Resolved,2024-03-12,2024-03-14,43.0,Email,5.0,AGT013
TKT000344,CUST00504,KYC Update,Medium,Resolved,2022-05-14,2022-05-20,151.0,Phone,3.0,AGT046
TKT000345,CUST00303,Interest Query,Medium,Resolved,2021-12-16,2021-12-20,98.0,Email,4.0,AGT027
TKT000346,CUST02482,ATM Issue,Low,Resolved,2022-10-22,2022-10-24,39.0,Email,4.0,AGT037
TKT000347,CUST02450,Loan Query,High,Resolved,2022-05-23,2022-05-23,15.0,Phone,2.0,AGT011
TKT000348,CUST01250,General Query,Low,In Progress,2024-05-19,,,App,,AGT015
TKT000349,CUST00148,Fraud Report,Critical,Resolved,2021-05-11,2021-05-14,69.0,Email,1.0,AGT030
TKT000350,CUST01998,Fraud Report,Critical,Resolved,2024-10-20,2024-10-20,18.0,Branch,5.0,AGT025
TKT000351,CUST00452,Card Issue,High,Resolved,2020-09-25,2020-09-25,10.0,App,5.0,AGT028
TKT000352,CUST02131,Transaction Dispute,High,Resolved,2021-05-10,2021-05-13,69.0,App,3.0,AGT037
TKT000353,CUST01459,Fraud Report,Critical,Resolved,2020-07-19,2020-07-26,153.0,Branch,2.0,AGT002
TKT000354,CUST00033,Loan Query,High,Resolved,2020-07-16,2020-07-22,159.0,Email,5.0,AGT050
TKT000355,CUST01657,Loan Query,Low,Resolved,2023-12-11,2023-12-12,23.0,Phone,2.0,AGT036
TKT000356,CUST00100,Fraud Report,Critical,Resolved,2023-05-19,2023-05-22,67.0,Chat,3.0,AGT045
TKT000357,CUST02597,KYC Update,Low,Resolved,2023-09-04,2023-09-08,95.0,Chat,3.0,AGT019
TKT000358,CUST00323,ATM Issue,Low,Resolved,2023-07-08,2023-07-10,28.0,Email,2.0,AGT048
TKT000359,CUST02306,Card Issue,Low,Resolved,2020-05-05,2020-05-05,3.0,Branch,3.0,AGT033
TKT000360,CUST02360,Fraud Report,Critical,Open,2022-04-21,,,Branch,,AGT011
TKT000361,CUST00177,ATM Issue,Critical,Resolved,2020-11-03,2020-11-09,156.0,App,1.0,AGT006
TKT000362,CUST01047,General Query,High,Resolved,2020-11-07,2020-11-08,22.0,Branch,2.0,AGT026
TKT000363,CUST00727,Loan Query,Low,Resolved,2023-03-06,2023-03-06,10.0,Phone,2.0,AGT013
TKT000364,CUST02067,General Query,Critical,Resolved,2022-10-01,2022-10-05,97.0,App,3.0,AGT010
TKT000365,CUST00226,Net Banking Issue,Low,Resolved,2022-09-22,2022-09-23,24.0,Phone,1.0,AGT010
TKT000366,CUST01226,General Query,High,Resolved,2024-10-25,2024-10-26,3.0,Phone,5.0,AGT006
TKT000367,CUST02262,KYC Update,Low,Resolved,2024-05-04,2024-05-06,41.0,Phone,1.0,AGT036
TKT000368,CUST00153,Account Opening,Medium,Resolved,2023-09-15,2023-09-20,119.0,App,3.0,AGT047
TKT000369,CUST02243,General Query,Medium,Resolved,2021-11-25,2021-11-27,55.0,Email,2.0,AGT020
TKT000370,CUST00164,Card Issue,Low,Resolved,2021-02-08,2021-02-10,49.0,Branch,4.0,AGT033
TKT000371,CUST01047,Card Issue,Low,Resolved,2020-10-08,2020-10-14,159.0,App,1.0,AGT027
TKT000372,CUST01117,Loan Query,Low,Resolved,2022-07-26,2022-07-28,33.0,App,1.0,AGT045
TKT000373,CUST02850,Card Issue,Medium,In Progress,2024-03-01,,,Email,,AGT044
TKT000374,CUST01643,Fraud Report,Critical,Resolved,2023-05-05,2023-05-07,56.0,Chat,3.0,AGT037
TKT000375,CUST01958,ATM Issue,Medium,Resolved,2023-08-24,2023-08-29,124.0,Email,2.0,AGT048
TKT000376,CUST01565,KYC Update,Medium,Resolved,2020-10-30,2020-10-31,25.0,Branch,3.0,AGT042
TKT000377,CUST02772,Account Opening,High,Open,2020-11-04,,,Branch,,AGT004
TKT000378,CUST02196,Account Opening,Low,Resolved,2021-02-10,2021-02-12,52.0,Chat,3.0,AGT045
TKT000379,CUST01603,Loan Query,Low,Resolved,2021-10-20,2021-10-23,95.0,Chat,5.0,AGT026
TKT000380,CUST01757,ATM Issue,Low,Resolved,2021-12-20,2021-12-25,130.0,Branch,1.0,AGT007
TKT000381,CUST00118,Account Opening,Medium,Resolved,2023-08-06,2023-08-12,155.0,Email,2.0,AGT035
TKT000382,CUST00654,Fraud Report,Critical,Resolved,2020-09-14,2020-09-16,52.0,Email,5.0,AGT004
TKT000383,CUST00168,Interest Query,Medium,Resolved,2024-07-03,2024-07-05,38.0,Phone,1.0,AGT009
TKT000384,CUST01663,Net Banking Issue,Critical,Resolved,2021-07-01,2021-07-08,150.0,Branch,1.0,AGT018
TKT000385,CUST01369,Loan Query,Medium,Open,2021-09-24,,,App,,AGT018
TKT000386,CUST02002,KYC Update,Medium,Resolved,2024-01-16,2024-01-21,111.0,Chat,4.0,AGT030
TKT000387,CUST02669,Loan Query,Low,Resolved,2021-03-09,2021-03-14,101.0,App,2.0,AGT011
TKT000388,CUST02506,General Query,High,Resolved,2023-05-15,2023-05-22,167.0,Phone,5.0,AGT042
TKT000389,CUST00156,ATM Issue,High,Resolved,2021-06-25,2021-06-28,65.0,App,4.0,AGT033
TKT000390,CUST02315,Loan Query,Medium,Resolved,2024-02-14,2024-02-16,49.0,Chat,5.0,AGT028
TKT000391,CUST02338,Card Issue,Critical,Open,2023-07-16,,,Chat,,AGT033
TKT000392,CUST00914,ATM Issue,Low,Resolved,2024-06-13,2024-06-13,8.0,Chat,1.0,AGT007
TKT000393,CUST01199,KYC Update,Medium,Resolved,2023-05-26,2023-05-26,6.0,Phone,1.0,AGT025
TKT000394,CUST02896,KYC Update,Low,Resolved,2023-08-28,2023-08-31,64.0,App,3.0,AGT014
TKT000395,CUST00123,General Query,Medium,Resolved,2020-07-12,2020-07-14,43.0,Chat,3.0,AGT020
TKT000396,CUST00724,Card Issue,Medium,Resolved,2020-05-27,2020-06-02,151.0,Phone,1.0,AGT013
TKT000397,CUST02509,General Query,Medium,Resolved,2021-06-26,2021-07-01,133.0,Branch,5.0,AGT018
TKT000398,CUST01128,General Query,High,Resolved,2020-02-19,2020-02-23,112.0,Phone,1.0,AGT019
TKT000399,CUST00668,Account Opening,High,Resolved,2020-10-27,2020-10-28,12.0,Chat,1.0,AGT041
TKT000400,CUST01834,Card Issue,Medium,In Progress,2022-02-25,,,Chat,,AGT009
TKT000401,CUST01420,Transaction Dispute,Medium,Resolved,2024-02-19,2024-02-24,102.0,Branch,2.0,AGT037
TKT000402,CUST02836,General Query,Low,Resolved,2023-03-20,2023-03-21,17.0,App,3.0,AGT006
TKT000403,CUST02378,Net Banking Issue,Low,Resolved,2020-12-06,2020-12-08,51.0,Chat,3.0,AGT045
TKT000404,CUST01321,Loan Query,High,Open,2023-01-30,,,Chat,,AGT036
TKT000405,CUST02577,ATM Issue,Medium,Resolved,2023-03-04,2023-03-07,80.0,Chat,3.0,AGT043
TKT000406,CUST00309,Net Banking Issue,Medium,Resolved,2023-11-29,2023-11-30,34.0,Email,4.0,AGT044
TKT000407,CUST00038,Interest Query,High,Resolved,2021-10-25,2021-10-30,111.0,Email,5.0,AGT041
TKT000408,CUST00374,ATM Issue,Low,Resolved,2023-09-12,2023-09-16,88.0,Chat,1.0,AGT022
TKT000409,CUST00169,ATM Issue,Low,Resolved,2022-06-10,2022-06-14,95.0,App,1.0,AGT013
TKT000410,CUST01610,ATM Issue,High,Resolved,2022-10-27,2022-10-30,67.0,Branch,5.0,AGT030
TKT000411,CUST00454,Interest Query,Low,Resolved,2022-11-17,2022-11-20,64.0,Chat,4.0,AGT029
TKT000412,CUST01334,Transaction Dispute,Medium,Resolved,2020-03-03,2020-03-05,39.0,Chat,5.0,AGT022
TKT000413,CUST01355,Account Opening,High,Resolved,2023-08-03,2023-08-04,22.0,Chat,4.0,AGT037
TKT000414,CUST00647,ATM Issue,Medium,Resolved,2023-11-06,2023-11-07,35.0,Branch,2.0,AGT020
TKT000415,CUST02192,Loan Query,High,Resolved,2020-11-13,2020-11-14,37.0,App,2.0,AGT007
TKT000416,CUST01869,Transaction Dispute,Low,Resolved,2021-03-23,2021-03-28,112.0,App,5.0,AGT027
TKT000417,CUST01508,Account Opening,High,Resolved,2023-06-23,2023-06-29,134.0,Phone,4.0,AGT002
TKT000418,CUST00701,Account Opening,Medium,Resolved,2022-10-07,2022-10-08,33.0,Email,4.0,AGT008
TKT000419,CUST01423,Interest Query,Medium,Resolved,2020-05-06,2020-05-12,131.0,App,3.0,AGT047
TKT000420,CUST00691,Card Issue,Critical,Resolved,2021-05-10,2021-05-16,148.0,Email,2.0,AGT027
TKT000421,CUST01031,Loan Query,Medium,Resolved,2021-06-03,2021-06-08,127.0,Email,2.0,AGT004
TKT000422,CUST00314,ATM Issue,Medium,Resolved,2024-01-06,2024-01-06,3.0,Branch,1.0,AGT045
TKT000423,CUST00338,Interest Query,Low,Resolved,2020-12-20,2020-12-24,94.0,Branch,3.0,AGT017
TKT000424,CUST02390,KYC Update,Medium,Resolved,2022-01-19,2022-01-25,159.0,Email,1.0,AGT015
TKT000425,CUST00818,Loan Query,Medium,Resolved,2020-02-20,2020-02-20,3.0,Phone,1.0,AGT046
TKT000426,CUST02996,Interest Query,Low,Resolved,2021-08-10,2021-08-17,158.0,App,4.0,AGT050
TKT000427,CUST01751,Fraud Report,Critical,Resolved,2022-10-30,2022-11-06,158.0,App,1.0,AGT035
TKT000428,CUST02613,Card Issue,Medium,Resolved,2023-02-17,2023-02-21,90.0,Branch,4.0,AGT003
TKT000429,CUST00175,Loan Query,Critical,Resolved,2023-11-24,2023-11-24,6.0,Email,5.0,AGT026
TKT000430,CUST01461,Account Opening,Critical,Open,2022-01-28,,,App,,AGT012
TKT000431,CUST01784,Fraud Report,Critical,Resolved,2020-02-02,2020-02-03,27.0,Chat,5.0,AGT018
TKT000432,CUST00509,Net Banking Issue,Medium,Resolved,2022-08-31,2022-09-06,138.0,Phone,3.0,AGT002
TKT000433,CUST02020,Loan Query,Low,Resolved,2022-01-06,2022-01-12,141.0,Phone,5.0,AGT013
TKT000434,CUST01762,Card Issue,Low,Resolved,2020-06-25,2020-06-27,42.0,Email,4.0,AGT047
TKT000435,CUST00167,Account Opening,Medium,In Progress,2021-12-21,,,App,,AGT028
TKT000436,CUST01686,Fraud Report,Critical,Resolved,2021-06-02,2021-06-06,90.0,Email,2.0,AGT034
TKT000437,CUST00247,Account Opening,Medium,Open,2021-01-09,,,Branch,,AGT035
TKT000438,CUST01063,Loan Query,Medium,Resolved,2021-03-31,2021-04-01,30.0,Branch,5.0,AGT034
TKT000439,CUST02559,Net Banking Issue,Critical,Resolved,2023-07-12,2023-07-17,125.0,App,2.0,AGT035
TKT000440,CUST02238,Net Banking Issue,Low,Resolved,2021-02-16,2021-02-22,139.0,Chat,2.0,AGT014
TKT000441,CUST02485,Fraud Report,Critical,Resolved,2024-02-17,2024-02-24,154.0,Chat,5.0,AGT039
TKT000442,CUST01476,Net Banking Issue,Medium,Resolved,2023-01-01,2023-01-03,38.0,Phone,3.0,AGT044
TKT000443,CUST01888,Fraud Report,Critical,Resolved,2023-07-11,2023-07-12,37.0,Phone,1.0,AGT045
TKT000444,CUST00672,Account Opening,High,Resolved,2023-08-11,2023-08-16,102.0,Chat,4.0,AGT016
TKT000445,CUST00970,Interest Query,Medium,In Progress,2020-10-03,,,Chat,,AGT025
TKT000446,CUST02259,Loan Query,Low,Resolved,2020-04-28,2020-05-03,103.0,Chat,5.0,AGT045
TKT000447,CUST02550,Card Issue,Low,Resolved,2023-02-03,2023-02-06,71.0,Branch,2.0,AGT049
TKT000448,CUST00205,Card Issue,Low,Resolved,2021-09-22,2021-09-28,139.0,Phone,1.0,AGT049
TKT000449,CUST02609,Net Banking Issue,Critical,Resolved,2022-07-31,2022-08-02,58.0,Chat,1.0,AGT038
TKT000450,CUST01845,Account Opening,High,Resolved,2023-05-01,2023-05-04,63.0,Email,4.0,AGT025
TKT000451,CUST01163,Account Opening,High,Resolved,2022-06-26,2022-06-30,94.0,Phone,1.0,AGT006
TKT000452,CUST01204,Interest Query,Medium,Resolved,2021-10-17,2021-10-19,62.0,App,2.0,AGT028
TKT000453,CUST02624,ATM Issue,High,Resolved,2020-05-13,2020-05-14,30.0,Email,1.0,AGT009
TKT000454,CUST01245,KYC Update,High,Resolved,2024-07-03,2024-07-09,137.0,Phone,2.0,AGT006
TKT000455,CUST01688,Loan Query,Low,Resolved,2020-07-23,2020-07-26,50.0,App,1.0,AGT005
TKT000456,CUST01208,General Query,Medium,Resolved,2022-02-26,2022-03-03,122.0,Phone,3.0,AGT003
TKT000457,CUST00848,Card Issue,High,Resolved,2024-08-10,2024-08-11,14.0,Branch,4.0,AGT041
TKT000458,CUST01266,Fraud Report,Critical,Resolved,2024-02-22,2024-02-22,18.0,App,4.0,AGT011
TKT000459,CUST00816,Interest Query,Low,In Progress,2024-05-28,,,Branch,,AGT014
TKT000460,CUST00377,ATM Issue,Low,Resolved,2021-06-12,2021-06-17,122.0,Phone,1.0,AGT002
TKT000461,CUST00842,Interest Query,Medium,Resolved,2020-05-13,2020-05-14,25.0,App,4.0,AGT038
TKT000462,CUST01968,General Query,Low,Resolved,2021-03-30,2021-04-02,52.0,Email,3.0,AGT039
TKT000463,CUST02271,Net Banking Issue,Medium,Resolved,2023-02-11,2023-02-14,83.0,Phone,5.0,AGT015
TKT000464,CUST02742,Transaction Dispute,Medium,Resolved,2021-10-25,2021-11-01,165.0,Branch,1.0,AGT019
TKT000465,CUST01164,Interest Query,High,In Progress,2021-06-09,,,App,,AGT043
TKT000466,CUST01137,Interest Query,Medium,Resolved,2022-04-02,2022-04-09,152.0,Branch,3.0,AGT021
TKT000467,CUST01960,ATM Issue,Medium,Resolved,2023-10-21,2023-10-22,17.0,App,1.0,AGT024
TKT000468,CUST01594,Loan Query,Medium,Resolved,2023-08-06,2023-08-13,168.0,Chat,4.0,AGT043
TKT000469,CUST02902,Loan Query,High,Resolved,2022-12-12,2022-12-16,105.0,Chat,5.0,AGT006
TKT000470,CUST00812,Interest Query,Low,Resolved,2020-12-15,2020-12-15,13.0,Branch,1.0,AGT029
TKT000471,CUST00451,ATM Issue,High,Resolved,2021-10-26,2021-10-26,4.0,Chat,1.0,AGT020
TKT000472,CUST00948,KYC Update,Critical,Resolved,2022-05-13,2022-05-17,85.0,Chat,2.0,AGT041
TKT000473,CUST00158,General Query,Medium,Resolved,2022-02-17,2022-02-21,87.0,App,3.0,AGT038
TKT000474,CUST00082,Net Banking Issue,Low,Resolved,2020-05-01,2020-05-06,120.0,Branch,2.0,AGT008
TKT000475,CUST02846,ATM Issue,Medium,Resolved,2024-07-28,2024-07-30,54.0,Chat,2.0,AGT048
TKT000476,CUST00510,Transaction Dispute,Low,Resolved,2024-05-09,2024-05-15,124.0,Phone,3.0,AGT022
TKT000477,CUST01905,General Query,Low,Resolved,2022-06-16,2022-06-16,14.0,Branch,3.0,AGT044
TKT000478,CUST01698,Fraud Report,Critical,Resolved,2022-02-02,2022-02-03,7.0,App,1.0,AGT001
TKT000479,CUST01057,Interest Query,Critical,Resolved,2022-01-23,2022-01-24,2.0,Chat,4.0,AGT017
TKT000480,CUST02497,General Query,Medium,Resolved,2022-08-29,2022-09-02,103.0,App,3.0,AGT044
TKT000481,CUST00851,Loan Query,High,Resolved,2020-12-29,2021-01-03,113.0,App,1.0,AGT048
TKT000482,CUST00533,Net Banking Issue,Medium,Open,2022-11-22,,,App,,AGT034
TKT000483,CUST02824,Card Issue,Low,Resolved,2022-09-29,2022-10-03,94.0,Branch,3.0,AGT023
TKT000484,CUST02505,Card Issue,High,Resolved,2020-12-12,2020-12-15,74.0,App,1.0,AGT009
TKT000485,CUST00176,Net Banking Issue,Medium,Resolved,2023-04-21,2023-04-21,3.0,Phone,1.0,AGT015
TKT000486,CUST02343,Fraud Report,Critical,Resolved,2023-03-05,2023-03-07,68.0,Email,1.0,AGT029
TKT000487,CUST00789,Fraud Report,Critical,Resolved,2023-03-27,2023-03-29,43.0,Phone,2.0,AGT037
TKT000488,CUST02904,General Query,Critical,Resolved,2022-03-27,2022-04-02,145.0,Branch,4.0,AGT010
TKT000489,CUST02170,ATM Issue,Medium,Resolved,2020-07-27,2020-07-28,31.0,Phone,3.0,AGT043
TKT000490,CUST00687,Transaction Dispute,Medium,Resolved,2021-11-09,2021-11-13,111.0,App,5.0,AGT043
TKT000491,CUST02957,General Query,Low,Resolved,2020-12-05,2020-12-10,112.0,Phone,2.0,AGT014
TKT000492,CUST02969,Loan Query,Low,Resolved,2024-06-24,2024-06-30,140.0,Chat,2.0,AGT050
TKT000493,CUST00152,Card Issue,High,Resolved,2020-10-11,2020-10-17,123.0,Branch,5.0,AGT035
TKT000494,CUST01997,Interest Query,Medium,Resolved,2020-12-09,2020-12-09,21.0,Branch,5.0,AGT032
TKT000495,CUST02139,Account Opening,High,Resolved,2023-05-26,2023-05-30,101.0,Chat,5.0,AGT030
